date,institution_id,syndrome_category,service_count,day_of_week,is_holiday,data_completeness,rolling_7day_avg,rolling_14day_avg
2025-02-07,inst-c,respiratory,6,4,0,1.0,5.29,5.0
2025-02-08,inst-c,fever_flu,23,5,1,1.0,19.71,18.79
2025-02-08,inst-c,gastrointestinal,12,5,1,1.0,6.71,5.5
2025-02-08,inst-c,other,12,5,1,1.0,6.0,6.0
2025-02-08,inst-c,respiratory,8,5,1,1.0,5.14,5.36
2025-02-09,inst-c,fever_flu,27,6,1,1.0,21.0,19.14
2025-02-09,inst-c,gastrointestinal,8,6,1,1.0,6.43,5.71
2025-02-09,inst-c,other,6,6,1,1.0,6.14,5.71
2025-02-09,inst-c,respiratory,9,6,1,1.0,5.29,5.29
2025-02-10,inst-c,fever_flu,7,0,0,1.0,18.29,18.36
2025-02-10,inst-c,gastrointestinal,5,0,0,1.0,6.71,5.79
2025-02-10,inst-c,other,2,0,0,1.0,6.14,5.43
2025-02-10,inst-c,respiratory,8,0,0,1.0,5.86,5.86
2025-02-11,inst-c,fever_flu,17,1,0,1.0,19.14,19.29
2025-02-11,inst-c,gastrointestinal,6,1,0,1.0,6.86,5.86
2025-02-11,inst-c,other,8,1,0,1.0,6.71,5.79
2025-02-11,inst-c,respiratory,4,1,0,1.0,6.0,5.93
2025-02-12,inst-c,fever_flu,9,2,0,1.0,17.86,18.64
2025-02-12,inst-c,gastrointestinal,5,2,0,1.0,7.0,6.07
2025-02-12,inst-c,other,7,2,0,1.0,7.14,5.86
2025-02-12,inst-c,respiratory,0,2,0,1.0,5.14,5.5
2025-02-13,inst-c,fever_flu,15,3,0,1.0,16.0,18.71
2025-02-13,inst-c,gastrointestinal,6,3,0,1.0,7.0,6.07
2025-02-13,inst-c,other,9,3,0,1.0,7.71,6.14
2025-02-13,inst-c,respiratory,5,3,0,1.0,5.71,5.57
2025-02-14,inst-c,fever_flu,20,4,0,1.0,16.86,18.93
2025-02-14,inst-c,gastrointestinal,7,4,0,1.0,7.0,6.14
2025-02-14,inst-c,other,7,4,0,1.0,7.29,6.21
2025-02-14,inst-c,respiratory,8,4,0,1.0,6.0,5.64
2025-02-15,inst-c,fever_flu,35,5,1,1.0,18.57,19.14
2025-02-15,inst-c,gastrointestinal,10,5,1,1.0,6.71,6.71
2025-02-15,inst-c,other,10,5,1,1.0,7.0,6.5
2025-02-15,inst-c,respiratory,5,5,1,1.0,5.57,5.36
2025-02-16,inst-c,fever_flu,19,6,1,1.0,17.43,19.21
2025-02-16,inst-c,gastrointestinal,8,6,1,1.0,6.71,6.57
2025-02-16,inst-c,other,9,6,1,1.0,7.43,6.79
2025-02-16,inst-c,respiratory,5,6,1,1.0,5.0,5.14
2025-02-17,inst-c,fever_flu,11,0,0,1.0,18.0,18.14
2025-02-17,inst-c,gastrointestinal,0,0,0,1.0,6.0,6.36
2025-02-17,inst-c,other,4,0,0,1.0,7.71,6.93
2025-02-17,inst-c,respiratory,6,0,0,1.0,4.71,5.29
2025-02-18,inst-c,fever_flu,20,1,0,1.0,18.43,18.79
2025-02-18,inst-c,gastrointestinal,1,1,0,1.0,5.29,6.07
2025-02-18,inst-c,other,5,1,0,1.0,7.29,7.0
2025-02-18,inst-c,respiratory,4,1,0,1.0,4.71,5.36
2025-02-19,inst-c,fever_flu,24,2,0,1.0,20.57,19.21
2025-02-19,inst-c,gastrointestinal,3,2,0,1.0,5.0,6.0
2025-02-19,inst-c,other,10,2,0,1.0,7.71,7.43
2025-02-19,inst-c,respiratory,5,2,0,1.0,5.43,5.29
2025-02-20,inst-c,fever_flu,22,3,0,1.0,21.57,18.79
2025-02-20,inst-c,gastrointestinal,4,3,0,1.0,4.71,5.86
2025-02-20,inst-c,other,4,3,0,1.0,7.0,7.36
2025-02-20,inst-c,respiratory,4,3,0,1.0,5.29,5.5
2025-02-21,inst-c,fever_flu,11,4,0,1.0,20.29,18.57
2025-02-21,inst-c,gastrointestinal,8,4,0,1.0,4.86,5.93
2025-02-21,inst-c,other,9,4,0,1.0,7.29,7.29
2025-02-21,inst-c,respiratory,5,4,0,1.0,4.86,5.43
2025-02-22,inst-c,fever_flu,26,5,1,1.0,19.0,18.79
2025-02-22,inst-c,gastrointestinal,6,5,1,1.0,4.29,5.5
2025-02-22,inst-c,other,7,5,1,1.0,6.86,6.93
2025-02-22,inst-c,respiratory,8,5,1,1.0,5.29,5.43
2025-02-23,inst-c,fever_flu,26,6,1,1.0,20.0,18.71
2025-02-23,inst-c,gastrointestinal,11,6,1,1.0,4.71,5.71
2025-02-23,inst-c,other,8,6,1,1.0,6.71,7.07
2025-02-23,inst-c,respiratory,2,6,1,1.0,4.86,4.93
2025-02-24,inst-c,fever_flu,20,0,0,1.0,21.29,19.64
2025-02-24,inst-c,gastrointestinal,2,0,0,1.0,5.0,5.5
2025-02-24,inst-c,other,4,0,0,1.0,6.71,7.21
2025-02-24,inst-c,respiratory,7,0,0,1.0,5.0,4.86
2025-02-25,inst-c,fever_flu,17,1,0,1.0,20.86,19.64
2025-02-25,inst-c,gastrointestinal,0,1,0,1.0,4.86,5.07
2025-02-25,inst-c,other,3,1,0,1.0,6.43,6.86
2025-02-25,inst-c,respiratory,7,1,0,1.0,5.43,5.07
2025-02-26,inst-c,fever_flu,15,2,0,1.0,19.57,20.07
2025-02-26,inst-c,gastrointestinal,6,2,0,1.0,5.29,5.14
2025-02-26,inst-c,other,3,2,0,1.0,5.43,6.57
2025-02-26,inst-c,respiratory,6,2,0,1.0,5.57,5.5
2025-02-27,inst-c,fever_flu,24,3,0,1.0,19.86,20.71
2025-02-27,inst-c,gastrointestinal,3,3,0,1.0,5.14,4.93
2025-02-27,inst-c,other,4,3,0,1.0,5.43,6.21
2025-02-27,inst-c,respiratory,5,3,0,1.0,5.71,5.5
2025-02-28,inst-c,fever_flu,15,4,0,1.0,20.43,20.36
2025-02-28,inst-c,gastrointestinal,5,4,0,1.0,4.71,4.79
2025-02-28,inst-c,other,1,4,0,1.0,4.29,5.79
2025-02-28,inst-c,respiratory,0,4,0,1.0,5.0,4.93
2025-03-01,inst-c,fever_flu,34,5,1,1.0,21.57,20.29
2025-03-01,inst-c,gastrointestinal,8,5,1,1.0,5.0,4.64
2025-03-01,inst-c,other,8,5,1,1.0,4.43,5.64
2025-03-01,inst-c,respiratory,4,5,1,1.0,4.43,4.86
2025-03-02,inst-c,fever_flu,24,6,1,1.0,21.29,20.64
2025-03-02,inst-c,gastrointestinal,8,6,1,1.0,4.57,4.64
2025-03-02,inst-c,other,5,6,1,1.0,4.0,5.36
2025-03-02,inst-c,respiratory,5,6,1,1.0,4.86,4.86
2025-03-03,inst-c,fever_flu,16,0,0,1.0,20.71,21.0
2025-03-03,inst-c,gastrointestinal,0,0,0,1.0,4.29,4.64
2025-03-03,inst-c,other,5,0,0,1.0,4.14,5.43
2025-03-03,inst-c,respiratory,2,0,0,1.0,4.14,4.57
2025-03-04,inst-c,fever_flu,13,1,0,1.0,20.14,20.5
2025-03-04,inst-c,gastrointestinal,4,1,0,1.0,4.86,4.86
2025-03-04,inst-c,other,6,1,0,1.0,4.57,5.5
2025-03-04,inst-c,respiratory,5,1,0,1.0,3.86,4.64
2025-03-05,inst-c,fever_flu,14,2,0,1.0,20.0,19.79
2025-03-05,inst-c,gastrointestinal,7,2,0,1.0,5.0,5.14
2025-03-05,inst-c,other,3,2,0,1.0,4.57,5.0
2025-03-05,inst-c,respiratory,2,2,0,1.0,3.29,4.43
2025-03-06,inst-c,fever_flu,25,3,0,1.0,20.14,20.0
2025-03-06,inst-c,gastrointestinal,4,3,0,1.0,5.14,5.14
2025-03-06,inst-c,other,7,3,0,1.0,5.0,5.21
2025-03-06,inst-c,respiratory,1,3,0,1.0,2.71,4.21
2025-03-07,inst-c,fever_flu,15,4,0,1.0,20.14,20.29
2025-03-07,inst-c,gastrointestinal,7,4,0,1.0,5.43,5.07
2025-03-07,inst-c,other,5,4,0,1.0,5.57,4.93
2025-03-07,inst-c,respiratory,8,4,0,1.0,3.86,4.43
2025-03-08,inst-c,fever_flu,21,5,1,1.0,18.29,19.93
2025-03-08,inst-c,gastrointestinal,11,5,1,1.0,5.86,5.43
2025-03-08,inst-c,other,10,5,1,1.0,5.86,5.14
2025-03-08,inst-c,respiratory,5,5,1,1.0,4.0,4.21
2025-03-09,inst-c,fever_flu,24,6,1,1.0,18.29,19.79
2025-03-09,inst-c,gastrointestinal,12,6,1,1.0,6.43,5.5
2025-03-09,inst-c,other,9,6,1,1.0,6.43,5.21
2025-03-09,inst-c,respiratory,10,6,1,1.0,4.71,4.79
2025-03-10,inst-c,fever_flu,10,0,0,1.0,17.43,19.07
2025-03-10,inst-c,gastrointestinal,3,0,0,1.0,6.86,5.57
2025-03-10,inst-c,other,0,0,0,1.0,5.71,4.93
2025-03-10,inst-c,respiratory,11,0,0,1.0,6.0,5.07
2025-03-11,inst-c,fever_flu,16,1,0,1.0,17.86,19.0
2025-03-11,inst-c,gastrointestinal,0,1,0,1.0,6.29,5.57
2025-03-11,inst-c,other,6,1,0,1.0,5.71,5.14
2025-03-11,inst-c,respiratory,7,1,0,1.0,6.29,5.07
2025-03-12,inst-c,fever_flu,20,2,0,1.0,18.71,19.36
2025-03-12,inst-c,gastrointestinal,6,2,0,1.0,6.14,5.57
2025-03-12,inst-c,other,9,2,0,1.0,6.57,5.57
2025-03-12,inst-c,respiratory,6,2,0,1.0,6.86,5.07
2025-03-13,inst-c,fever_flu,16,3,0,1.0,17.43,18.79
2025-03-13,inst-c,gastrointestinal,4,3,0,1.0,6.14,5.64
2025-03-13,inst-c,other,8,3,0,1.0,6.71,5.86
2025-03-13,inst-c,respiratory,3,3,0,1.0,7.14,4.93
2025-03-14,inst-c,fever_flu,27,4,0,1.0,19.14,19.64
2025-03-14,inst-c,gastrointestinal,7,4,0,1.0,6.14,5.79
2025-03-14,inst-c,other,2,4,0,1.0,6.29,5.93
2025-03-14,inst-c,respiratory,8,4,0,1.0,7.14,5.5
2025-03-15,inst-c,fever_flu,31,5,1,1.0,20.57,19.43
2025-03-15,inst-c,gastrointestinal,12,5,1,1.0,6.29,6.07
2025-03-15,inst-c,other,12,5,1,1.0,6.57,6.21
2025-03-15,inst-c,respiratory,12,5,1,1.0,8.14,6.07
2025-03-16,inst-c,fever_flu,22,6,1,1.0,20.29,19.29
2025-03-16,inst-c,gastrointestinal,6,6,1,1.0,5.43,5.93
2025-03-16,inst-c,other,9,6,1,1.0,6.57,6.5
2025-03-16,inst-c,respiratory,3,6,1,1.0,7.14,5.93
2025-03-17,inst-c,fever_flu,25,0,0,1.0,22.43,19.93
2025-03-17,inst-c,gastrointestinal,7,0,0,1.0,6.0,6.43
2025-03-17,inst-c,other,7,0,0,1.0,7.57,6.64
2025-03-17,inst-c,respiratory,2,0,0,1.0,5.86,5.93
2025-03-18,inst-c,fever_flu,13,1,0,1.0,22.0,19.93
2025-03-18,inst-c,gastrointestinal,2,1,0,1.0,6.29,6.29
2025-03-18,inst-c,other,8,1,0,1.0,7.86,6.79
2025-03-18,inst-c,respiratory,6,1,0,1.0,5.71,6.0
2025-03-19,inst-c,fever_flu,17,2,0,1.0,21.57,20.14
2025-03-19,inst-c,gastrointestinal,5,2,0,1.0,6.14,6.14
2025-03-19,inst-c,other,0,2,0,1.0,6.57,6.57
2025-03-19,inst-c,respiratory,7,2,0,1.0,5.86,6.36
2025-03-20,inst-c,fever_flu,13,3,0,1.0,21.14,19.29
2025-03-20,inst-c,gastrointestinal,11,3,0,1.0,7.14,6.64
2025-03-20,inst-c,other,6,3,0,1.0,6.29,6.5
2025-03-20,inst-c,respiratory,2,3,0,1.0,5.71,6.43
2025-03-21,inst-c,fever_flu,22,4,0,1.0,20.43,19.79
2025-03-21,inst-c,gastrointestinal,2,4,0,1.0,6.43,6.29
2025-03-21,inst-c,other,8,4,0,1.0,7.14,6.71
2025-03-21,inst-c,respiratory,8,4,0,1.0,5.71,6.43
2025-03-22,inst-c,fever_flu,18,5,1,1.0,18.57,19.57
2025-03-22,inst-c,gastrointestinal,15,5,1,1.0,6.86,6.57
2025-03-22,inst-c,other,10,5,1,1.0,6.86,6.71
2025-03-22,inst-c,respiratory,7,5,1,1.0,5.0,6.57
2025-03-23,inst-c,fever_flu,28,6,1,1.0,19.43,19.86
2025-03-23,inst-c,gastrointestinal,9,6,1,1.0,7.29,6.36
2025-03-23,inst-c,other,5,6,1,1.0,6.29,6.43
2025-03-23,inst-c,respiratory,7,6,1,1.0,5.57,6.36
2025-03-24,inst-c,fever_flu,21,0,0,1.0,18.86,20.64
2025-03-24,inst-c,gastrointestinal,0,0,0,1.0,6.29,6.14
2025-03-24,inst-c,other,6,0,0,1.0,6.14,6.86
2025-03-24,inst-c,respiratory,5,0,0,1.0,6.0,5.93
2025-03-25,inst-c,fever_flu,19,1,0,1.0,19.71,20.86
2025-03-25,inst-c,gastrointestinal,8,1,0,1.0,7.14,6.71
2025-03-25,inst-c,other,5,1,0,1.0,5.71,6.79
2025-03-25,inst-c,respiratory,7,1,0,1.0,6.14,5.93
2025-03-26,inst-c,fever_flu,25,2,0,1.0,20.86,21.21
2025-03-26,inst-c,gastrointestinal,3,2,0,1.0,6.86,6.5
2025-03-26,inst-c,other,9,2,0,1.0,7.0,6.79
2025-03-26,inst-c,respiratory,3,2,0,1.0,5.57,5.71
2025-03-27,inst-c,fever_flu,15,3,0,1.0,21.14,21.14
2025-03-27,inst-c,gastrointestinal,5,3,0,1.0,6.0,6.57
2025-03-27,inst-c,other,9,3,0,1.0,7.43,6.86
2025-03-27,inst-c,respiratory,5,3,0,1.0,6.0,5.86
2025-03-28,inst-c,fever_flu,16,4,0,1.0,20.29,20.36
2025-03-28,inst-c,gastrointestinal,11,4,0,1.0,7.29,6.86
2025-03-28,inst-c,other,5,4,0,1.0,7.0,7.07
2025-03-28,inst-c,respiratory,7,4,0,1.0,5.86,5.79
2025-03-29,inst-c,fever_flu,26,5,1,1.0,21.43,20.0
2025-03-29,inst-c,gastrointestinal,9,5,1,1.0,6.43,6.64
2025-03-29,inst-c,other,5,5,1,1.0,6.29,6.57
2025-03-29,inst-c,respiratory,8,5,1,1.0,6.0,5.5
2025-03-30,inst-c,fever_flu,21,6,1,1.0,20.43,19.93
2025-03-30,inst-c,gastrointestinal,9,6,1,1.0,6.43,6.86
2025-03-30,inst-c,other,11,6,1,1.0,7.14,6.71
2025-03-30,inst-c,respiratory,9,6,1,1.0,6.29,5.93
2025-03-31,inst-c,fever_flu,18,0,0,1.0,20.0,19.43
2025-03-31,inst-c,gastrointestinal,5,0,0,1.0,7.14,6.71
2025-03-31,inst-c,other,6,0,0,1.0,7.14,6.64
2025-03-31,inst-c,respiratory,8,0,0,1.0,6.71,6.36
2025-04-01,inst-c,fever_flu,6,1,0,1.0,18.14,18.93
2025-04-01,inst-c,gastrointestinal,5,1,0,1.0,6.71,6.93
2025-04-01,inst-c,other,7,1,0,1.0,7.43,6.57
2025-04-01,inst-c,respiratory,2,1,0,1.0,6.0,6.07
2025-04-02,inst-c,fever_flu,17,2,0,1.0,17.0,18.93
2025-04-02,inst-c,gastrointestinal,9,2,0,1.0,7.57,7.21
2025-04-02,inst-c,other,4,2,0,1.0,6.71,6.86
2025-04-02,inst-c,respiratory,1,2,0,1.0,5.71,5.64
2025-04-03,inst-c,fever_flu,27,3,0,1.0,18.71,19.93
2025-04-03,inst-c,gastrointestinal,4,3,0,1.0,7.43,6.71
2025-04-03,inst-c,other,0,3,0,1.0,5.43,6.43
2025-04-03,inst-c,respiratory,4,3,0,1.0,5.57,5.79
2025-04-04,inst-c,fever_flu,14,4,0,1.0,18.43,19.36
2025-04-04,inst-c,gastrointestinal,6,4,0,1.0,6.71,7.0
2025-04-04,inst-c,other,3,4,0,1.0,5.14,6.07
2025-04-04,inst-c,respiratory,9,4,0,1.0,5.86,5.86
2025-04-05,inst-c,fever_flu,20,5,1,1.0,17.57,19.5
2025-04-05,inst-c,gastrointestinal,5,5,1,1.0,6.14,6.29
2025-04-05,inst-c,other,10,5,1,1.0,5.86,6.07
2025-04-05,inst-c,respiratory,12,5,1,1.0,6.43,6.21
2025-04-06,inst-c,fever_flu,26,6,1,1.0,18.29,19.36
2025-04-06,inst-c,gastrointestinal,4,6,1,1.0,5.43,5.93
2025-04-06,inst-c,other,4,6,1,1.0,4.86,6.0
2025-04-06,inst-c,respiratory,8,6,1,1.0,6.29,6.29
2025-04-07,inst-c,fever_flu,20,0,0,1.0,18.57,19.29
2025-04-07,inst-c,gastrointestinal,8,0,0,1.0,5.86,6.5
2025-04-07,inst-c,other,6,0,0,1.0,4.86,6.0
2025-04-07,inst-c,respiratory,8,0,0,1.0,6.29,6.5
2025-04-08,inst-c,fever_flu,11,1,0,1.0,19.29,18.71
2025-04-08,inst-c,gastrointestinal,5,1,0,1.0,5.86,6.29
2025-04-08,inst-c,other,6,1,0,1.0,4.71,6.07
2025-04-08,inst-c,respiratory,9,1,0,1.0,7.29,6.64
2025-04-09,inst-c,fever_flu,16,2,0,1.0,19.14,18.07
